Date,S&P,AAPL,CSCO,AMZN,MSFT,IBM
2005-07-13,1223.290039,5.478571,19.969998999999998,36.509997999999996,25.66,81.449997
2005-07-14,1226.5,5.821429,19.940001000000002,37.189999,25.969998999999998,82.41999799999999
2005-07-15,1227.920044,5.935714,19.889999,37.150002,25.790001,82.379997
2005-07-18,1221.130005,5.927143,19.65,37.189999,25.549999,81.809998
2005-07-19,1229.349976,6.17,20.17,38.169998,26.16,83.699997
2005-07-20,1235.199951,6.232857,20.120001000000002,38.169998,26.190001000000002,84.599998
2005-07-21,1227.040039,6.184286,19.559998999999998,37.950001,26.440001000000002,84.400002
2005-07-22,1233.680054,6.285714,19.32,37.950001,25.68,84.440002
2005-07-25,1229.030029,6.258572,18.85,37.950001,25.690001000000002,84.199997
2005-07-26,1231.160034,6.232857,19.059998999999998,37.740002000000004,25.540001,84.120003
2005-07-27,1236.790039,6.284286,19.18,43.650002,25.719998999999998,83.870003
2005-07-28,1243.719971,6.257143,19.299999,45.68,25.75,83.800003
2005-07-29,1234.180054,6.092857,19.15,45.150002,25.610001,83.459999
2005-08-01,1235.349976,6.107143,19.26,44.93,25.92,83.43
2005-08-02,1244.119995,6.17,19.49,46.509997999999996,26.809998999999998,83.309998
2005-08-03,1245.040039,6.174286,19.540001,46.110001000000004,27.25,84.059998
2005-08-04,1235.859985,6.101429,19.43,45.459998999999996,27.32,83.120003
2005-08-05,1226.420044,6.141427999999999,19.299999,45.27,27.76,83.360001
2005-08-08,1223.130005,6.092857,19.25,45.66,27.129998999999998,83.360001
2005-08-09,1231.380005,6.26,19.610001,45.93,27.35,83.5
2005-08-10,1229.130005,6.197143,18.25,44.759997999999996,26.950001,82.019997
2005-08-11,1237.810059,6.285714,18.059998999999998,45.209998999999996,27.27,82.660004
2005-08-12,1230.390015,6.585714,17.799999,44.200001,27.049999,82.190002
2005-08-15,1233.869995,6.8114289999999995,17.709999,45.040001000000004,27.129998999999998,82.5
2005-08-16,1219.339966,6.607142999999999,17.629998999999998,44.27,26.74,81.300003
2005-08-17,1220.23999,6.735714,17.84,44.119999,26.950001,81.300003
2005-08-18,1219.02002,6.614286,17.66,43.73,26.82,81.150002
2005-08-19,1219.709961,6.547143,17.82,43.720001,26.719998999999998,82.760002
2005-08-22,1221.72998,6.552857,17.690001000000002,43.77,26.91,82.599998
2005-08-23,1217.589966,6.534286,17.76,43.419998,26.870001000000002,82.029999
2005-08-24,1209.589966,6.538571,17.52,42.369999,26.809998999999998,81.32
2005-08-25,1212.369995,6.58,17.48,42.310001,27.030001000000002,81.099998
2005-08-26,1205.099976,6.534286,17.4,42.369999,26.969998999999998,80.379997
2005-08-29,1212.280029,6.548572,17.639999,42.790001000000004,27.15,81.339996
2005-08-30,1208.410034,6.652857000000001,17.51,42.490002000000004,27.18,80.540001
2005-08-31,1220.329956,6.698571,17.620001000000002,42.700001,27.379998999999998,80.620003
2005-09-01,1221.589966,6.608572000000001,17.65,41.84,27.200001,79.540001
2005-09-02,1218.02002,6.602857000000001,17.719998999999998,41.509997999999996,27.02,79.459999
2005-09-06,1233.390015,6.9714279999999995,18.200001,43.619999,27.0,81.019997
2005-09-07,1236.359985,6.954286,18.4,43.73,26.85,80.980003
2005-09-08,1231.670044,7.111428999999999,18.370001000000002,42.959998999999996,26.610001,80.800003
2005-09-09,1241.47998,7.33,18.58,42.950001,26.58,81.440002
2005-09-12,1240.560059,7.342857,18.48,44.5,26.610001,81.480003
2005-09-13,1231.199951,7.26,18.25,43.93,26.48,80.75
2005-09-14,1227.160034,7.087142999999999,17.84,43.099998,26.309998999999998,80.480003
2005-09-15,1227.72998,7.124286,18.030001000000002,42.709998999999996,26.27,80.010002
2005-09-16,1237.910034,7.315714,18.42,42.799999,26.07,80.33000200000001
2005-09-19,1231.02002,7.52,18.17,42.75,26.0,79.43
2005-09-20,1221.339966,7.598571000000001,17.969998999999998,41.869999,25.84,78.699997
2005-09-21,1210.199951,7.444286,17.85,41.25,25.49,77.559998
2005-09-22,1214.619995,7.414286,18.110001,42.080002,25.34,78.209999
2005-09-23,1215.290039,7.6,18.049999,42.189999,25.27,78.0
2005-09-26,1215.630005,7.691428999999999,17.92,43.34,25.27,77.410004
2005-09-27,1215.660034,7.634286,17.719998999999998,43.16,25.34,77.989998
2005-09-28,1216.890015,7.297142999999999,17.92,43.369999,25.67,79.5
2005-09-29,1227.680054,7.477142999999999,17.860001,44.790001000000004,25.940001000000002,80.360001
2005-09-30,1228.810059,7.658571,17.92,45.299999,25.73,80.220001
2005-10-03,1226.699951,7.777143,17.74,46.009997999999996,25.5,80.449997
2005-10-04,1214.469971,7.678571000000001,17.67,44.93,24.98,80.110001
2005-10-05,1196.390015,7.54,17.5,44.490002000000004,24.67,79.82
2005-10-06,1191.48999,7.385714,17.73,44.009997999999996,24.73,79.699997
2005-10-07,1195.900024,7.328571000000001,17.629998999999998,43.720001,24.59,80.5
2005-10-10,1187.329956,7.195714,17.49,43.759997999999996,24.459999,81.25
2005-10-11,1184.869995,7.37,17.190001000000002,43.400002,24.41,83.190002
2005-10-12,1177.680054,7.035714,17.43,42.549999,24.299999,82.190002
2005-10-13,1176.839966,7.677142999999999,17.299999,42.619999,24.59,82.199997
2005-10-14,1186.569946,7.714286,17.27,43.790001000000004,24.67,82.349998
2005-10-17,1190.099976,7.634286,17.17,45.02,24.530001000000002,82.589996
2005-10-18,1178.140015,7.458571000000001,16.98,44.650002,24.57,83.480003
2005-10-19,1195.76001,7.848571000000001,17.200001,45.860001000000004,25.09,84.16999799999999
2005-10-20,1177.800049,8.02,16.93,45.009997999999996,24.790001,83.16999799999999
2005-10-21,1179.589966,7.951428,17.030001000000002,45.950001,24.780001000000002,83.33000200000001
2005-10-24,1199.380005,8.112857,17.16,46.93,25.1,83.470001
2005-10-25,1196.540039,8.014286,17.120001000000002,46.169998,25.030001000000002,83.360001
2005-10-26,1191.380005,8.147142,17.1,39.75,25.110001,82.889999
2005-10-27,1178.900024,7.915714,17.049999,39.060001,24.85,82.309998
2005-10-28,1198.410034,7.781428,17.139999,38.950001,25.530001000000002,81.41999799999999
2005-10-31,1207.01001,8.227143,17.450001,39.860001000000004,25.700001,81.879997
2005-11-01,1202.76001,8.214286,17.48,40.369999,25.959999,81.589996
2005-11-02,1214.76001,8.564285,17.629998999999998,40.75,26.459999,81.059998
2005-11-03,1219.939941,8.835714,17.51,41.560001,26.440001000000002,82.870003
2005-11-04,1220.140015,8.735714,17.870001000000002,41.09,26.66,83.0
2005-11-07,1222.810059,8.604285,17.85,41.389998999999996,27.01,83.610001
2005-11-08,1218.589966,8.557143,17.860001,41.950001,27.049999,83.150002
2005-11-09,1220.650024,8.587143,17.75,41.400002,26.959999,82.839996
2005-11-10,1230.959961,8.74,17.15,42.18,27.09,83.989998
2005-11-11,1234.719971,8.791428999999999,17.469998999999998,42.68,27.280001000000002,84.550003
2005-11-14,1233.76001,8.778571000000001,17.35,42.529999,27.370001000000002,84.360001
2005-11-15,1229.01001,8.897142,17.27,44.450001,27.5,85.529999
2005-11-16,1231.209961,9.278571000000001,17.219998999999998,45.299999,27.74,86.540001
2005-11-17,1242.800049,9.217143,17.370001000000002,46.740002000000004,27.969998999999998,86.889999
2005-11-18,1248.27002,9.222857000000001,17.02,47.98,28.07,87.769997
2005-11-21,1254.849976,9.28,17.059998999999998,47.990002000000004,28.16,87.290001
2005-11-22,1261.22998,9.502857,17.280001000000002,48.849998,27.91,87.989998
2005-11-23,1265.609985,9.587143,17.440001000000002,48.240002000000004,27.92,88.800003
2005-11-25,1268.25,9.905714,17.549999,48.060001,27.76,88.800003
2005-11-28,1257.459961,9.951428,17.48,48.349998,27.75,89.110001
2005-11-29,1257.47998,9.728572,17.51,48.549999,27.68,89.099998
2005-11-30,1249.47998,9.688571000000001,17.540001,48.459998999999996,27.68,88.900002
2005-12-01,1264.670044,10.228572,17.690001000000002,49.0,27.889999,89.209999
2005-12-02,1265.079956,10.375714,17.639999,49.060001,28.01,88.650002
2005-12-05,1262.089966,10.26,17.5,48.830002,27.85,88.43
2005-12-06,1263.699951,10.578571,17.559998999999998,49.259997999999996,27.690001000000002,89.139999
2005-12-07,1257.369995,10.564285,17.780001000000002,48.830002,27.75,88.720001
2005-12-08,1255.839966,10.582857,17.639999,48.349998,27.690001000000002,87.5
2005-12-09,1259.369995,10.618571000000001,17.549999,48.740002000000004,27.709999,86.970001
2005-12-12,1260.430054,10.701428,17.52,49.07,27.450001,85.959999
2005-12-13,1267.430054,10.711428999999999,17.5,49.5,27.129998999999998,83.709999
2005-12-14,1272.73999,10.287142999999999,17.690001000000002,49.41,27.09,83.129997
2005-12-15,1270.939941,10.311428999999999,17.76,49.48,26.92,83.529999
2005-12-16,1267.319946,10.158571,17.52,49.209998999999996,26.9,83.370003
2005-12-19,1259.920044,10.197142999999999,17.469998999999998,48.369999,26.83,82.760002
2005-12-20,1259.619995,10.301428999999999,17.309998999999998,48.139998999999996,26.860001,82.480003
2005-12-21,1262.790039,10.5,17.209999,48.970001,26.73,83.120003
2005-12-22,1268.119995,10.574286,17.290001,49.220001,26.59,83.220001
2005-12-23,1268.660034,10.478572,17.35,49.220001,26.639999,83.480003
2005-12-27,1256.540039,10.604285,17.25,48.560001,26.459999,82.989998
2005-12-28,1258.170044,10.51,17.290001,48.060001,26.389999,83.040001
2005-12-29,1254.420044,10.207142999999999,17.24,47.990002000000004,26.27,82.400002
2005-12-30,1248.290039,10.27,17.120001000000002,47.150002,26.15,82.199997
2006-01-03,1268.800049,10.678572,17.450001,47.580002,26.84,82.059998
2006-01-04,1273.459961,10.71,17.85,47.25,26.969998999999998,81.949997
2006-01-05,1273.47998,10.625714,18.35,47.650002,26.99,82.5
2006-01-06,1285.449951,10.9,18.77,47.869999,26.91,84.949997
2006-01-09,1290.150024,10.864285,19.059998999999998,47.080002,26.860001,83.730003
2006-01-10,1289.689941,11.551428999999999,18.969998999999998,45.650002,27.0,84.07
2006-01-11,1294.180054,11.985714,19.4,44.93,27.290001,84.16999799999999
2006-01-12,1286.060059,12.041428999999999,19.200001,44.360001000000004,27.139999,83.57
2006-01-13,1287.609985,12.227143,18.92,44.400002,27.190001000000002,83.16999799999999
2006-01-17,1282.930054,12.101429,18.68,44.0,26.99,83.0
2006-01-18,1277.930054,11.784286,18.73,44.32,26.83,83.800003
2006-01-19,1285.040039,11.291428999999999,19.02,44.450001,27.02,83.089996
2006-01-20,1261.48999,10.87,18.51,43.919998,26.41,81.360001
2006-01-23,1263.819946,11.095715,18.16,43.73,26.35,81.410004
2006-01-24,1266.859985,10.862857,18.33,44.02,26.280001000000002,80.849998
2006-01-25,1264.680054,10.6,18.57,43.599998,26.4,80.910004
2006-01-26,1273.829956,10.332857,18.58,44.68,26.5,80.720001
2006-01-27,1283.719971,10.29,18.780001000000002,45.220001,27.790001,81.019997
2006-01-30,1285.189941,10.714286,18.889999,44.959998999999996,28.0,81.629997
2006-01-31,1280.079956,10.787142999999999,18.57,44.82,28.15,81.300003
2006-02-01,1282.459961,10.774285,18.58,43.98,28.040001,81.940002
2006-02-02,1270.839966,10.3,18.370001000000002,42.740002000000004,27.68,81.230003
2006-02-03,1264.030029,10.264286,18.15,38.330002,27.540001,79.970001
2006-02-06,1265.02002,9.614285,17.83,37.950001,27.17,79.510002
2006-02-07,1254.780029,9.657143,18.09,37.52,26.940001000000002,79.849998
2006-02-08,1265.650024,9.83,19.4,38.169998,26.91,80.800003
2006-02-09,1263.780029,9.278571000000001,19.549999,37.990002000000004,26.66,80.400002
2006-02-10,1266.98999,9.615714,19.76,38.52,26.690001000000002,81.33000200000001
2006-02-13,1262.859985,9.244286,19.549999,37.860001000000004,26.389999,80.440002
2006-02-14,1275.530029,9.662857,19.700001,38.25,26.65,81.089996
2006-02-15,1280.0,9.888572,19.940001000000002,39.259997999999996,26.879998999999998,80.849998
2006-02-16,1289.380005,10.081429,19.98,39.150002,26.809998999999998,80.910004
2006-02-17,1287.23999,10.041428999999999,19.860001,39.189999,26.700001,80.709999
2006-02-21,1283.030029,9.868571000000001,19.58,38.290001000000004,26.540001,80.5
2006-02-22,1292.670044,10.188571000000001,19.67,38.720001,26.719998999999998,81.349998
2006-02-23,1287.790039,10.25,19.719998999999998,37.900002,26.66,80.199997
2006-02-24,1289.430054,10.208571000000001,19.85,38.349998,26.629998999999998,80.099998
2006-02-27,1294.119995,10.141428999999999,19.969998999999998,38.009997999999996,27.049999,80.629997
2006-02-28,1280.660034,9.784286,20.24,37.439999,26.870001000000002,80.239998
2006-03-01,1291.23999,9.871428,21.059998999999998,37.119999,27.139999,79.900002
2006-03-02,1289.140015,9.944285,20.879998999999998,36.880001,26.969998999999998,79.940002
2006-03-03,1287.22998,9.674286,21.040001,37.209998999999996,26.93,79.959999
2006-03-06,1278.26001,9.354285,21.049999,36.860001000000004,26.91,80.0
2006-03-07,1275.880005,9.472857000000001,20.870001000000002,36.93,27.059998999999998,80.290001
2006-03-08,1278.469971,9.38,20.860001,36.810001,27.25,81.139999
2006-03-09,1272.22998,9.132857000000001,20.440001000000002,36.119999,27.0,81.019997
2006-03-10,1281.420044,9.027142999999999,20.82,36.220001,27.17,81.57
2006-03-13,1284.130005,9.382857000000001,20.860001,36.189999,27.110001,81.93
2006-03-14,1297.47998,9.617142999999999,21.25,36.91,27.23,82.879997
2006-03-15,1303.02002,9.461428999999999,21.440001000000002,36.889998999999996,27.360001,83.379997
2006-03-16,1305.329956,9.187142999999999,21.25,36.77,27.27,82.870003
2006-03-17,1307.25,9.237143,21.620001000000002,35.990002000000004,27.5,83.300003
2006-03-20,1305.079956,9.141428999999999,21.68,36.23,27.889999,83.58000200000001
2006-03-21,1297.22998,8.83,21.41,35.919998,27.74,83.809998
2006-03-22,1305.040039,8.81,21.42,36.0,27.15,84.449997
2006-03-23,1301.670044,8.594286,21.41,35.68,26.85,83.199997
2006-03-24,1302.949951,8.565714,21.360001,35.470001,27.01,83.360001
2006-03-27,1301.609985,8.501429,21.690001000000002,35.25,27.01,83.08000200000001
2006-03-28,1293.22998,8.387143,21.33,35.689999,26.9,82.43
2006-03-29,1302.890015,8.904285,21.57,36.32,27.02,83.129997
2006-03-30,1300.25,8.964286,21.969998999999998,36.669998,27.23,83.199997
2006-03-31,1294.869995,8.96,21.67,36.529999,27.209999,82.470001
2006-04-03,1297.810059,8.95,21.59,36.139998999999996,27.559998999999998,83.059998
2006-04-04,1305.930054,8.738571,21.559998999999998,36.77,27.639999,83.449997
2006-04-05,1311.560059,9.601429,21.690001000000002,37.34,27.74,84.16999799999999
2006-04-06,1309.040039,10.177143,21.18,38.509997999999996,27.559998999999998,83.809998
2006-04-07,1295.5,9.97,20.809998999999998,37.09,27.25,82.480003
2006-04-10,1296.619995,9.81,20.99,36.610001000000004,27.290001,82.099998
2006-04-11,1286.569946,9.712857000000001,21.030001000000002,36.060001,27.129998999999998,81.160004
2006-04-12,1288.119995,9.53,21.02,36.130001,27.200001,80.75
2006-04-13,1289.119995,9.495714,21.18,36.619999,27.07,81.980003
2006-04-17,1285.329956,9.258572000000001,20.860001,35.27,26.84,81.639999
2006-04-18,1307.280029,9.46,21.469998999999998,36.279999,27.219998999999998,83.309998
2006-04-19,1309.930054,9.378572,21.26,36.889998999999996,27.030001000000002,81.860001
2006-04-20,1311.459961,9.661427999999999,21.030001000000002,36.34,27.030001000000002,82.019997
2006-04-21,1311.280029,9.577143,20.68,36.029999,27.15,81.660004
2006-04-24,1308.109985,9.392858,20.290001,35.790001000000004,27.110001,82.110001
2006-04-25,1301.73999,9.452857,20.469998999999998,35.549999,27.110001,82.66999799999999
2006-04-26,1305.410034,9.735714,20.73,35.790001000000004,27.1,83.349998
2006-04-27,1309.719971,9.908571,20.98,35.740002000000004,27.25,83.879997
2006-04-28,1310.609985,10.055715,20.950001,35.209998999999996,24.15,82.339996
2006-05-01,1305.189941,9.942857,20.959999,34.59,24.290001,82.230003
2006-05-02,1313.209961,10.231428,21.389999,34.380001,24.01,82.41999799999999
2006-05-03,1308.119995,10.162857,21.49,33.959998999999996,23.17,82.699997
2006-05-04,1312.25,10.161427999999999,21.860001,34.470001,23.440001000000002,82.43
2006-05-05,1325.76001,10.27,21.75,35.040001000000004,23.799999,83.279999
2006-05-08,1324.660034,10.27,21.76,34.689999,23.73,82.889999
2006-05-09,1325.140015,10.147142,21.68,34.84,23.620001000000002,83.230003
2006-05-10,1322.849976,10.085714,20.75,34.16,23.77,82.900002
2006-05-11,1305.920044,9.735714,20.049999,33.529999,23.219998999999998,82.459999
2006-05-12,1291.23999,9.671429,20.34,32.73,23.17,82.389999
2006-05-15,1294.5,9.684286,20.559998999999998,32.779999,23.15,82.889999
2006-05-16,1292.079956,9.282857,20.209999,32.759997999999996,23.01,82.160004
2006-05-17,1270.319946,9.322857,20.18,31.610001,22.73,81.269997
2006-05-18,1261.810059,9.025714,20.290001,32.610001000000004,22.83,80.660004
2006-05-19,1267.030029,9.215714,20.870001000000002,33.939999,22.559998999999998,80.279999
2006-05-22,1262.069946,9.054286,20.6,34.830002,22.879998999999998,80.019997
2006-05-23,1256.579956,9.021428,20.370001000000002,33.759997999999996,22.790001,79.83000200000001
2006-05-24,1258.569946,9.048572,20.49,35.189999,23.5,79.779999
2006-05-25,1272.880005,9.19,20.52,35.630001,23.74,80.139999
2006-05-26,1280.160034,9.078571,20.309998999999998,36.07,23.719998999999998,80.75
2006-05-30,1259.869995,8.745714,19.77,34.639998999999996,23.15,80.160004
2006-05-31,1270.089966,8.538571000000001,19.68,34.610001000000004,22.65,79.900002
2006-06-01,1285.709961,8.881428999999999,20.5,35.07,22.82,80.690002
2006-06-02,1288.219971,8.808572,20.440001000000002,34.759997999999996,22.76,79.519997
2006-06-05,1265.290039,8.571428,19.879998999999998,33.490002000000004,22.5,79.059998
2006-06-06,1263.849976,8.531428,20.17,33.41,22.129998999999998,79.760002
2006-06-07,1256.150024,8.365714,19.91,33.77,22.040001,79.150002
2006-06-08,1257.930054,8.68,19.889999,33.549999,22.110001,77.029999
2006-06-09,1252.300049,8.462857000000001,19.969998999999998,33.779999,21.92,77.629997
2006-06-12,1237.439941,8.142858,19.48,33.599998,21.709999,77.019997
2006-06-13,1223.689941,8.332857,19.360001,33.470001,21.51,76.93
2006-06-14,1230.040039,8.23,19.610001,33.68,21.879998999999998,77.709999
2006-06-15,1256.160034,8.482857000000001,20.219998999999998,34.959998999999996,22.07,78.559998
2006-06-16,1251.540039,8.222857000000001,19.98,35.09,22.1,77.949997
2006-06-19,1240.130005,8.171429,19.82,35.07,22.549999,77.66999799999999
2006-06-20,1240.119995,8.21,19.73,35.48,22.559998999999998,77.989998
2006-06-21,1252.199951,8.265715,20.07,36.650002,23.08,78.300003
2006-06-22,1245.599976,8.511429,19.690001000000002,36.369999,22.879998999999998,77.190002
2006-06-23,1244.5,8.404285,19.610001,36.549999,22.5,77.099998
2006-06-26,1250.560059,8.427143,19.6,36.77,22.82,77.150002
2006-06-27,1239.199951,8.204286,19.299999,36.48,22.860001,76.629997
2006-06-28,1246.0,8.002857,19.379998999999998,36.700001,23.16,76.559998
2006-06-29,1272.869995,8.424286,19.91,38.52,23.469998999999998,77.589996
2006-06-30,1270.199951,8.181429,19.530001000000002,38.68,23.299999,76.82
2006-07-03,1280.189941,8.278571000000001,20.0,38.610001000000004,23.700001,78.019997
2006-07-05,1270.910034,8.142858,19.6,37.110001000000004,23.35,77.769997
2006-07-06,1274.079956,7.967142999999999,19.629998999999998,36.799999,23.48,78.089996
2006-07-07,1265.47998,7.914286,19.389999,36.110001000000004,23.299999,76.41999799999999
2006-07-10,1267.339966,7.857142999999999,18.969998999999998,35.790001000000004,23.5,76.66999799999999
2006-07-11,1272.430054,7.95,18.690001000000002,35.66,23.1,76.470001
2006-07-12,1258.599976,7.565714,18.26,34.630001,22.639999,75.480003
2006-07-13,1242.280029,7.464286,18.02,33.73,22.26,74.239998
2006-07-14,1236.199951,7.2385720000000005,17.940001000000002,32.919998,22.290001,73.57
2006-07-17,1234.48999,7.481428999999999,17.969998999999998,33.669998,22.48,73.699997
2006-07-18,1236.859985,7.557142999999999,17.879998999999998,33.490002000000004,22.74,74.260002
2006-07-19,1259.810059,7.7285710000000005,18.0,34.48,23.4,76.07
2006-07-20,1249.130005,8.642858,17.879998999999998,34.18,22.85,75.480003
2006-07-21,1240.290039,8.674286,17.459999,33.189999,23.870001000000002,74.860001
2006-07-24,1260.910034,8.774285,17.950001,34.310001,24.0,75.989998
2006-07-25,1268.880005,8.847142999999999,18.07,33.59,24.219998999999998,75.889999
2006-07-26,1268.400024,9.124286,17.940001000000002,26.26,24.370001000000002,75.83000200000001
2006-07-27,1263.199951,9.057143,17.690001000000002,26.559998999999998,23.870001000000002,76.150002
2006-07-28,1278.550049,9.37,18.08,27.17,24.25,76.959999
2006-07-31,1276.660034,9.708571000000001,17.879998999999998,26.889999,24.059998999999998,77.410004
2006-08-01,1270.920044,9.597142999999999,17.48,26.32,23.99,76.139999
2006-08-02,1277.410034,9.737143,17.48,26.09,24.299999,76.32
2006-08-03,1280.27002,9.941428,17.559998999999998,26.690001000000002,24.209999,76.33000200000001
2006-08-04,1279.359985,9.757143,17.24,27.290001,24.290001,75.910004
2006-08-07,1275.77002,9.601429,17.41,26.780001000000002,24.219998999999998,75.519997
2006-08-08,1271.47998,9.254286,17.290001,26.360001,24.34,75.33000200000001
2006-08-09,1265.949951,9.084286,19.780001000000002,26.209999,24.440001000000002,75.389999
2006-08-10,1271.810059,9.152857000000001,19.559998999999998,26.49,24.459999,75.739998
2006-08-11,1266.73999,9.092857,19.540001,26.07,24.43,75.480003
2006-08-14,1268.209961,9.134286,20.09,26.530001000000002,24.530001000000002,76.68
2006-08-15,1285.579956,9.492857,20.65,27.77,24.620001000000002,77.08000200000001
2006-08-16,1295.430054,9.711428999999999,21.1,27.950001,24.700001,79.089996
2006-08-17,1297.47998,9.655714,20.85,29.09,24.700001,79.370003
2006-08-18,1302.300049,9.701428,20.860001,29.120001000000002,25.790001,79.900002
2006-08-21,1297.52002,9.508572000000001,20.91,28.129998999999998,26.120001000000002,79.279999
2006-08-22,1298.819946,9.66,21.24,28.370001000000002,25.620001000000002,78.949997
2006-08-23,1292.98999,9.615714,21.049999,28.139999,25.67,78.66999799999999
2006-08-24,1296.060059,9.687142999999999,21.09,27.969998999999998,25.74,79.379997
2006-08-25,1295.089966,9.821428,21.049999,28.030001000000002,25.85,79.879997
2006-08-28,1301.780029,9.568571,21.41,28.91,25.950001,80.32
2006-08-29,1304.280029,9.497143,21.68,29.52,25.84,81.400002
2006-08-30,1305.369995,9.565714,21.67,30.67,25.799999,81.220001
2006-08-31,1303.819946,9.692857,21.99,30.83,25.700001,80.970001
2006-09-01,1311.01001,9.768572,22.27,31.76,25.84,81.410004
2006-09-05,1313.25,10.211428999999999,22.09,32.23,25.610001,80.849998
2006-09-06,1300.26001,10.004286,21.690001000000002,30.799999,25.610001,80.279999
2006-09-07,1294.02002,10.4,21.540001,29.73,25.43,79.400002
2006-09-08,1298.920044,10.36,21.75,30.51,25.6,80.660004
2006-09-11,1299.540039,10.357142,21.959999,30.790001,25.91,80.93
2006-09-12,1313.0,10.375714,22.65,31.719998999999998,25.93,82.279999
2006-09-13,1318.069946,10.6,22.65,31.67,25.98,82.209999
2006-09-14,1316.280029,10.595715,22.700001,31.65,26.33,82.470001
2006-09-15,1319.660034,10.585714,22.719998999999998,32.52,26.85,82.940002
2006-09-18,1321.180054,10.555715,22.84,32.080002,26.790001,82.239998
2006-09-19,1317.640015,10.538571000000001,22.76,31.58,26.860001,81.870003
2006-09-20,1325.180054,10.751429,23.27,32.119999,27.18,83.41999799999999
2006-09-21,1318.030029,10.664286,23.01,30.219998999999998,26.9,81.610001
2006-09-22,1314.780029,10.428572,22.879998999999998,30.84,26.66,81.209999
2006-09-25,1326.369995,10.821428,23.23,31.790001,26.950001,82.0
2006-09-26,1336.349976,11.087143,23.5,32.5,27.200001,82.5
2006-09-27,1336.589966,10.915714,23.35,32.330002,27.440001000000002,82.089996
2006-09-28,1338.880005,11.001429,23.48,31.84,27.4,81.989998
2006-09-29,1335.849976,10.997143,22.98,32.119999,27.35,81.940002
2006-10-02,1331.319946,10.694285,22.98,30.870001000000002,27.360001,81.870003
2006-10-03,1334.109985,10.582857,23.41,31.700001,27.370001000000002,81.650002
2006-10-04,1350.199951,10.768572,23.93,32.759997999999996,27.940001000000002,83.099998
2006-10-05,1353.219971,10.69,23.9,33.32,27.92,82.91999799999999
2006-10-06,1349.589966,10.602858,24.09,32.59,27.870001000000002,83.139999
2006-10-09,1350.660034,10.661427999999999,24.309998999999998,33.380001,27.719998999999998,84.0
2006-10-10,1353.420044,10.544286,24.33,32.619999,27.690001000000002,84.190002
2006-10-11,1349.949951,10.461428999999999,24.4,32.91,27.540001,84.190002
2006-10-12,1362.829956,10.751429,24.450001,33.549999,28.219998999999998,84.699997
2006-10-13,1365.619995,10.717143,24.530001000000002,33.32,28.370001000000002,86.08000200000001
2006-10-16,1369.060059,10.771428,24.59,32.599998,28.450001,86.709999
2006-10-17,1364.050049,10.612857,24.48,32.470001,28.440001000000002,86.949997
2006-10-18,1365.800049,10.647142,24.18,32.310001,28.52,89.82
2006-10-19,1366.959961,11.284286,24.16,32.540001000000004,28.290001,89.860001
2006-10-20,1368.599976,11.421429,24.549999,32.57,28.43,90.480003
2006-10-23,1377.02002,11.637143,24.43,32.880001,28.450001,91.559998
2006-10-24,1377.380005,11.578571,24.34,33.630001,28.280001000000002,91.489998
2006-10-25,1382.219971,11.668571,24.290001,37.68,28.309998999999998,91.83000200000001
2006-10-26,1389.079956,11.741427999999999,24.190001000000002,38.299999,28.35,91.540001
2006-10-27,1377.339966,11.487143,23.719998999999998,38.240002000000004,28.34,90.760002
2006-10-30,1377.930054,11.488571,23.9,38.150002,28.530001000000002,91.5
2006-10-31,1377.939941,11.582857,24.129998999999998,38.09,28.709999,92.33000200000001
2006-11-01,1367.810059,11.308572,24.1,37.560001,28.809998999999998,91.800003
2006-11-02,1367.339966,11.282857,24.049999,37.450001,28.77,91.68
2006-11-03,1364.300049,11.184286,23.77,37.459998999999996,28.73,91.410004
2006-11-06,1379.780029,11.387143,24.68,38.209998999999996,28.84,92.599998
2006-11-07,1382.839966,11.501429,24.84,38.77,28.950001,92.75
2006-11-08,1385.719971,11.778571000000001,25.1,39.470001,28.98,92.589996
2006-11-09,1378.329956,11.905714,26.709999,38.84,29.26,92.41999799999999
2006-11-10,1380.900024,11.874286,26.74,39.259997999999996,29.24,91.760002
2006-11-13,1384.420044,12.05,26.68,39.990002000000004,29.35,92.07
2006-11-14,1393.219971,12.142858,26.639999,41.509997999999996,29.23,93.290001
2006-11-15,1396.569946,12.007143,26.6,42.599998,29.120001000000002,93.110001
2006-11-16,1399.76001,12.23,27.15,42.84,29.469998999999998,93.470001
2006-11-17,1401.199951,12.264286,26.93,42.549999,29.4,93.809998
2006-11-20,1400.5,12.352858,27.110001,42.439999,29.889999,93.25
2006-11-21,1402.810059,12.657143,26.799999,42.540001000000004,29.92,93.08000200000001
2006-11-22,1406.089966,12.901428,26.91,42.959998999999996,29.92,93.519997
2006-11-24,1400.949951,13.09,26.84,42.41,29.76,93.349998
2006-11-27,1381.959961,12.791428999999999,25.799999,40.849998,29.48,91.449997
2006-11-28,1386.719971,13.115714,27.030001000000002,40.919998,29.389999,91.349998
2006-11-29,1399.47998,13.114285,27.08,40.630001,29.57,91.519997
2006-11-30,1400.630005,13.094286,26.91,40.34,29.360001,91.91999799999999
2006-12-01,1396.709961,13.045714,26.690001000000002,39.41,29.120001000000002,91.25
2006-12-04,1409.119995,13.017142999999999,27.25,39.099998,29.33,93.510002
